pose_idx,j1_deg,j2_deg,j3_deg,j4_deg,j2_fk_deg,j3_fk_deg,j4_fk_deg,j1_actual_deg,j2_actual_deg,j3_actual_deg,j4_actual_deg,position_error_deg,tau_j1_Nm,tau_j2_Nm,tau_j3_Nm,tau_j4_Nm,tau_j2_analytical,tau_j3_analytical,tau_j4_analytical,ee_x_m,ee_y_m,ee_z_m,j3_local_x_m,j3_local_z_m,j4_local_x_m,j4_local_z_m,ee_local_x_m,ee_local_z_m,chassis_roll_deg,chassis_pitch_deg,chassis_z_m,droll_deg,dpitch_deg,dz_chassis_m,max_hub_lift_m,physics_tipped,converged
4445,-15.099,-78.262,-58.762,11.514,-78.262,121.238,-168.486,-15.103,-78.323,-58.898,11.517,0.136,-0.0072,5.7111,3.4085,-1.1113,-5.7147,-3.3995,1.1060,0.304887,0.315874,-0.408564,0.073212,-0.352341,0.281757,-0.158033,0.208434,-0.260793,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4446,-42.714,15.368,73.360,-47.336,15.368,-106.640,132.664,-42.767,15.243,73.471,-47.339,0.125,0.0068,12.3019,1.2959,1.4322,-12.2653,-1.2918,-1.4285,0.510236,0.509628,-0.254134,0.347000,0.095371,0.340673,-0.189598,0.435377,-0.106128,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4447,-3.831,9.574,66.657,-49.208,9.574,-113.343,130.792,-3.823,9.454,66.780,-49.212,0.122,-0.0002,11.4592,0.2307,1.6967,-11.4525,-0.2307,-1.6962,0.476697,0.227589,-0.307609,0.354854,0.059857,0.287017,-0.216992,0.399472,-0.159634,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4448,19.699,-90.939,43.788,89.589,-90.939,-136.212,-90.411,19.687,-90.886,43.754,89.586,0.053,0.0001,-2.9510,-2.7850,1.4032,2.9692,2.7826,-1.4053,-0.005304,0.401874,-0.212930,-0.005899,-0.359819,-0.199745,-0.150843,-0.106580,-0.065659,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4449,-172.707,-54.763,82.995,98.469,-54.763,-97.005,-81.531,-172.703,-54.642,83.115,98.472,0.121,-0.0005,0.0228,-6.5619,-1.1447,-0.0026,6.5635,1.1380,0.219993,0.340886,-0.475708,0.207630,-0.293929,-0.043501,-0.428764,-0.118945,-0.327550,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4450,123.207,159.185,105.817,62.288,159.185,-74.183,-117.712,123.228,159.244,105.731,62.284,0.085,0.0019,-8.4825,2.1454,1.5992,8.4990,-2.1387,-1.6022,0.239749,0.515595,0.195979,-0.336380,0.127878,-0.311548,0.411833,-0.205329,0.343615,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
4451,170.519,-89.785,148.112,-89.122,-89.785,-31.888,90.878,170.444,-89.676,148.106,-89.125,0.109,0.0012,-1.5379,-1.5929,1.6365,1.5548,1.5976,-1.6357,0.142464,0.389449,-0.814383,0.001353,-0.359865,-0.148309,-0.602452,-0.039868,-0.667079,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4452,55.226,108.370,-151.014,45.726,108.370,28.986,-134.274,55.160,108.536,-150.963,45.722,0.166,0.0002,-6.2713,-2.6476,1.9013,6.2148,2.6283,-1.9014,0.011230,0.543798,0.393536,-0.113411,0.341529,-0.323077,0.534628,-0.197022,0.541415,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000001,False,True
4453,57.763,60.253,25.758,-64.315,60.253,-154.242,115.685,57.780,60.137,25.767,-64.319,0.116,-0.0000,7.0022,1.3313,1.7716,-6.9874,-1.3409,-1.7692,0.131125,0.085930,-0.073007,0.178553,0.312447,0.158725,0.028099,0.276020,0.074767,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4454,10.073,11.746,89.560,13.844,11.746,-90.440,-166.156,10.107,11.710,89.492,13.846,0.068,0.0035,11.5332,0.3897,-0.8060,-11.5401,-0.3980,0.8093,0.393436,0.162410,-0.239432,0.352331,0.073262,0.408213,-0.206245,0.354562,-0.091975,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4455,-59.662,-130.495,-101.901,78.743,-130.495,78.099,-101.257,-59.745,-130.462,-101.995,78.747,0.094,0.0102,-5.3251,2.0490,-1.7054,5.3389,-2.0513,1.7063,-0.009265,0.223220,-0.702946,-0.233689,-0.273667,-0.059758,-0.499487,-0.172882,-0.555513,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4456,-126.368,-106.355,-85.096,-23.961,-106.355,94.904,156.039,-126.364,-106.407,-85.206,-23.957,0.110,-0.0015,1.2872,4.4875,-1.5516,-1.2791,-4.4836,1.5519,0.108249,0.443888,-0.476384,-0.101331,-0.345306,0.178034,-0.401894,0.075149,-0.328746,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4457,30.263,-115.568,-83.893,85.768,-115.568,96.107,-94.232,30.261,-115.667,-83.929,85.770,0.099,-0.0002,0.1069,5.0338,-0.7687,-0.1295,-5.0411,0.7651,0.114165,0.293729,-0.682661,-0.155313,-0.324627,0.113442,-0.419591,0.062716,-0.535189,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4458,-163.821,31.246,26.040,41.674,31.246,-153.960,-138.326,-163.836,31.203,26.040,41.675,0.043,-0.0009,6.1074,-3.6273,-0.2952,-6.1050,3.6247,0.2966,0.008161,0.466445,-0.075786,0.307668,0.186668,0.153619,-0.053157,0.133958,0.071540,-180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4459,116.821,170.418,-48.179,-39.798,170.418,131.821,140.202,116.757,170.474,-48.178,-39.798,0.064,0.0064,-7.7002,3.5368,0.2511,7.6861,-3.5355,-0.2505,0.207886,0.516974,-0.203455,-0.354846,0.059903,-0.202790,-0.181190,-0.186186,-0.056049,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4460,-28.472,135.806,59.794,-81.017,135.806,-120.206,98.983,-28.457,135.781,59.769,-81.015,0.026,0.0002,-3.0128,5.1425,-0.7905,3.0206,-5.1390,0.7922,0.069523,0.323074,0.295000,-0.258019,0.250859,0.016519,0.327513,-0.035999,0.442308,-180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4461,-30.688,-170.909,39.686,63.070,-170.909,-140.314,-116.930,-30.706,-170.891,39.674,63.069,0.018,-0.0014,-6.4743,4.7682,0.7089,6.4708,-4.7667,-0.7086,-0.011844,0.304224,-0.106953,-0.355347,-0.056858,-0.167509,0.157534,-0.120532,0.040362,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
4462,-62.218,-81.458,56.560,-8.388,-81.458,-123.440,171.612,-62.215,-81.424,56.757,-8.392,0.196,-0.0023,-2.2845,-3.9998,1.5967,2.3036,3.9939,-1.5917,0.050051,0.269317,-0.452970,0.053450,-0.355876,-0.205097,-0.235872,-0.099569,-0.305155,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4463,168.967,-123.387,-89.166,-85.461,-123.387,90.834,94.539,168.966,-123.446,-89.247,-85.463,0.081,-0.0023,-0.1704,6.0850,0.8959,0.1777,-6.0849,-0.8944,0.003218,0.409065,-0.490157,-0.198033,-0.300478,0.042224,-0.453852,0.101517,-0.342405,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4464,-117.030,171.244,96.254,-79.376,171.244,-83.746,100.624,-117.035,171.412,96.167,-79.371,0.168,0.0193,-12.8390,-1.6112,-1.8803,12.8639,1.6162,1.8850,0.200699,-0.096478,0.173281,-0.355673,0.054781,-0.343229,0.339548,-0.468200,0.321713,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4465,-125.529,-95.180,59.053,93.392,-95.180,-120.947,-86.608,-125.508,-95.032,59.010,93.390,0.148,0.0002,-4.9604,-3.9540,1.0279,4.9717,3.9442,-1.0297,0.187489,0.186402,-0.231763,-0.032493,-0.358397,-0.262720,-0.190343,-0.194456,-0.084154,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4466,-120.409,-107.527,-132.966,-51.400,-107.527,47.034,128.600,-120.400,-107.609,-133.024,-51.401,0.082,-0.0002,0.2957,3.7358,0.7140,-0.3157,-3.7430,-0.7100,0.115980,0.445819,-0.621622,-0.108377,-0.343160,0.032011,-0.591229,0.079082,-0.474095,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000001,False,True
4467,57.070,43.515,-107.938,93.318,43.515,72.062,-86.682,57.016,43.455,-107.879,93.315,0.060,-0.0044,7.2793,-0.9876,1.6682,-7.2615,0.9915,-1.6671,0.127991,0.113033,0.418384,0.260973,0.247785,0.137914,0.504891,0.248435,0.565891,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4468,177.082,20.227,-71.653,36.232,20.227,108.347,-143.768,177.076,20.197,-71.475,36.228,0.178,-0.0240,8.5772,-2.0196,1.8287,-8.6764,2.0021,-1.8376,-0.162725,0.470934,0.166620,0.337674,0.124422,0.159943,0.347264,0.281768,0.314180,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4469,-95.229,-98.693,156.975,-39.902,-98.693,-23.025,140.098,-95.314,-98.545,157.010,-39.906,0.149,0.0021,-3.1033,-1.4144,1.8040,3.1507,1.4306,-1.8070,0.112625,0.273913,-0.705864,-0.054393,-0.355733,-0.204251,-0.598198,-0.084453,-0.558394,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4470,146.022,61.331,-62.514,-23.254,61.331,117.486,156.746,146.005,61.355,-62.377,-23.258,0.137,0.0000,1.0335,-4.4221,1.7360,-1.0365,4.4231,-1.7336,0.087580,0.394087,0.121773,0.172644,0.315751,-0.112334,0.321634,0.002595,0.269410,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4471,-79.698,-145.077,-172.844,55.408,-145.077,7.156,-124.592,-79.694,-144.646,-172.819,55.408,0.431,-0.0270,-13.9360,-4.7488,-0.2730,14.1498,4.8187,0.2481,-0.123727,-0.109860,-0.423120,-0.295065,-0.206013,-0.506626,-0.397033,-0.523075,-0.271871,179.998,-0.001,-0.032924,-0.002,-0.001,0.000003,0.000008,False,True
4472,53.244,-173.027,-129.015,-12.917,-173.027,50.985,167.083,53.234,-172.932,-128.936,-12.920,0.095,-0.1409,-13.4607,-1.9721,1.3725,13.2178,1.9216,-1.3455,-0.063241,0.749776,-0.343981,-0.357206,-0.043688,-0.508430,-0.285304,-0.419230,-0.195976,180.000,0.000,-0.032927,-0.000,0.000,0.000000,0.000001,False,True
4473,-165.420,-150.331,-168.418,-85.050,-150.331,11.582,94.950,-165.389,-149.982,-168.599,-85.053,0.349,-0.1324,-13.1898,-3.2787,1.3778,13.1438,3.2554,-1.3744,0.480376,0.152495,-0.602921,-0.312687,-0.178132,-0.526987,-0.366075,-0.435871,-0.453448,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4474,-1.565,-48.647,-34.978,-54.037,-48.647,145.022,125.963,-1.528,-48.696,-34.988,-54.034,0.049,-0.0011,5.4254,-2.0860,-1.4088,-5.4277,2.0912,1.4075,0.196870,0.296975,-0.219188,0.237761,-0.270137,0.206113,0.013139,0.112799,-0.071882,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4475,55.645,171.006,106.975,72.069,171.006,-73.025,-107.931,55.594,171.114,106.832,72.065,0.143,-0.0037,-10.2328,1.0216,1.8770,10.2200,-1.0205,-1.8755,-0.006923,0.613630,0.168770,-0.355442,0.056259,-0.395019,0.338537,-0.270680,0.316725,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4476,13.075,17.009,-17.843,39.235,17.009,162.157,-140.765,13.071,16.925,-17.774,39.231,0.084,0.0001,6.2240,-4.6653,1.4929,-6.2175,4.6651,-1.4923,0.215903,0.250522,0.040146,0.344126,0.105269,0.059118,0.109418,0.158049,0.187832,-180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4477,-94.379,91.701,122.038,0.203,91.701,-57.962,-179.797,-94.381,91.613,121.877,0.207,0.161,0.0008,3.2590,3.5582,-1.5871,-3.2033,-3.5412,1.5797,0.161792,0.472810,0.299747,-0.010685,0.359709,0.226346,0.518023,0.121619,0.447537,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000001,False,True
4478,118.259,-64.262,-162.889,-50.901,-64.262,17.111,129.099,118.263,-64.608,-162.923,-50.901,0.346,0.0107,9.3318,4.4442,0.2794,-9.3967,-4.4546,-0.2667,-0.190755,0.137316,-0.557694,0.156277,-0.324163,0.350123,-0.533139,0.367805,-0.408145,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4479,169.249,78.962,-10.900,-5.082,78.962,169.100,174.918,169.061,78.922,-10.816,-5.084,0.188,0.0002,0.7550,-1.4332,0.8641,-0.7433,1.4356,-0.8650,0.083555,0.398369,0.053955,0.068900,0.353210,-0.037590,0.088811,0.019759,0.201270,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,-0.000000,False,True
4480,-14.689,167.825,103.347,57.770,167.825,-76.653,-122.230,-14.664,167.898,103.281,57.766,0.073,-0.0319,-9.6420,1.5026,1.6340,9.6192,-1.5052,-1.6312,-0.152336,0.346065,0.148080,-0.351773,0.075894,-0.357605,0.360873,-0.249464,0.295747,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4481,48.931,-51.206,62.900,-83.691,-51.206,-117.100,96.309,48.955,-51.189,62.921,-83.693,0.024,-0.0048,1.7398,-5.4274,0.5971,-1.6883,5.4417,-0.5885,0.062370,0.362854,-0.605633,0.225464,-0.280482,-0.053658,-0.338255,-0.014643,-0.458312,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4482,104.549,179.661,127.017,98.954,179.661,-52.983,-81.046,104.522,179.915,126.799,98.951,0.253,0.0049,-13.7358,-2.3513,1.3312,13.7270,2.3468,-1.3315,0.312629,0.750768,0.172112,-0.359861,0.002127,-0.530122,0.230728,-0.441848,0.320971,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4483,-93.064,49.828,-81.419,71.953,49.828,98.581,-108.047,-93.065,49.835,-81.337,71.950,0.083,-0.0000,3.5376,-3.8023,1.4490,-3.5469,3.7945,-1.4509,0.154267,0.435305,0.358618,0.232147,0.274977,-0.010650,0.424299,0.085542,0.506050,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4484,131.202,89.493,0.306,-36.407,89.493,-179.694,143.593,131.227,89.460,0.334,-36.409,0.033,0.0000,1.2212,1.1133,1.1358,-1.2146,-1.1139,-1.1355,0.014928,0.352443,0.028912,0.003185,0.359853,0.002186,0.074816,0.077466,0.176152,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4485,-79.128,-89.220,63.676,74.115,-89.220,-116.324,-105.885,-79.135,-89.093,63.660,74.112,0.127,-0.0001,-4.1258,-4.3039,1.2575,4.1412,4.2962,-1.2599,0.045347,0.199217,-0.289829,0.004900,-0.359834,-0.252278,-0.236926,-0.168749,-0.142275,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4486,99.299,51.513,-119.344,36.343,51.513,60.656,-143.657,99.329,51.502,-119.190,36.339,0.154,-0.0077,6.4214,-0.6996,1.6272,-6.3826,0.6999,-1.6238,-0.035609,0.180622,0.332441,0.223960,0.281685,0.116404,0.545652,0.224053,0.479715,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4487,-139.644,3.962,113.690,33.271,3.962,-66.310,-146.729,-139.608,3.862,113.673,33.275,0.100,0.1036,13.3382,1.3931,-1.7757,-12.5470,-1.1938,1.6642,-0.068001,0.706007,-0.314165,0.359007,0.024867,0.491297,-0.227614,0.380968,-0.166266,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000001,False,True
4488,-76.181,164.305,-67.871,-72.058,164.305,112.129,107.942,-76.167,164.373,-67.924,-72.062,0.068,0.0009,-8.5207,2.4329,1.7322,8.5316,-2.4245,-1.7344,0.020221,0.175889,-0.281397,-0.346450,0.097350,-0.314508,-0.185893,-0.199523,-0.133792,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000001,False,True
4489,12.103,145.683,-146.409,81.179,145.683,33.591,-98.821,12.088,146.045,-146.395,81.178,0.362,0.0656,-15.7532,-6.0334,0.2819,15.2411,5.8417,-0.3158,-0.402490,0.621288,0.180177,-0.297226,0.202883,-0.582241,0.206496,-0.561303,0.330985,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
4490,8.972,-37.198,95.652,-9.932,-37.198,-84.348,170.068,9.038,-37.206,95.803,-9.934,0.150,-0.0006,7.1124,-1.9518,1.2579,-7.1045,1.9606,-1.2612,0.279484,0.229644,-0.513337,0.286653,-0.217565,0.137528,-0.460482,0.221138,-0.365902,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000001,False,True
4491,126.155,160.873,73.806,60.646,160.873,-106.194,-119.354,126.161,160.888,73.789,60.644,0.017,-0.0001,-6.3818,4.3747,0.8149,6.3774,-4.3748,-0.8145,0.178661,0.459702,0.089056,-0.340001,0.117915,-0.175206,0.350487,-0.121207,0.236381,-180.000,0.000,-0.032928,0.000,-0.000,-0.000000,-0.000000,False,True
4492,178.606,138.533,138.125,-40.095,138.533,-41.875,139.905,178.616,138.666,138.060,-40.093,0.133,-0.0001,-10.3184,-1.7699,-1.0472,10.2908,1.7631,1.0492,0.465198,0.283794,0.268100,-0.269660,0.238302,-0.302704,0.521419,-0.372266,0.416076,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
4493,-141.404,32.538,141.147,-38.399,32.538,-38.853,141.601,-141.475,32.280,141.058,-38.396,0.258,0.0029,14.4064,4.7758,-1.3456,-14.3616,-4.7675,1.3531,-0.142847,0.799169,0.101268,0.303380,0.193559,0.586689,0.162207,0.496981,0.251024,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000001,False,True
4494,-82.300,-150.438,-79.731,92.938,-150.438,100.269,-87.062,-82.310,-150.358,-79.761,92.941,0.079,0.0079,-7.2969,2.5725,-1.3911,7.3523,-2.5466,1.3978,0.030408,0.147891,-0.629745,-0.313019,-0.177548,-0.130442,-0.396438,-0.223112,-0.482160,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
4495,-51.265,-122.116,50.891,-0.668,-122.116,-129.109,179.332,-51.328,-122.081,50.961,-0.669,0.070,-0.0293,-7.4807,-1.3945,0.5925,7.4403,1.3902,-0.5918,-0.088131,0.202280,-0.302351,-0.191315,-0.304800,-0.283056,-0.034928,-0.243822,-0.154914,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
4496,-7.589,-152.325,179.684,-88.022,-152.325,-0.316,91.978,-7.659,-151.891,179.590,-88.024,0.434,0.0119,-14.5286,-4.5006,0.9461,14.6147,4.5363,-0.9329,-0.404705,0.425920,-0.559680,-0.318698,-0.167141,-0.571853,-0.298135,-0.510003,-0.408183,-179.997,-0.096,-0.032689,0.003,-0.096,0.000239,0.000608,False,True
4497,-2.192,-141.122,-92.230,67.141,-141.122,87.770,-112.859,-2.253,-141.073,-92.352,67.146,0.122,0.0159,-7.0296,1.8199,-1.8491,7.0331,-1.8264,1.8493,-0.133795,0.395713,-0.632192,-0.280153,-0.225873,-0.110014,-0.454565,-0.232614,-0.484654,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4498,128.230,171.703,-9.764,-54.554,171.703,170.236,125.446,128.198,171.773,-9.779,-54.553,0.070,0.0002,-5.9783,5.2860,-0.5708,5.9756,-5.2857,0.5689,0.183484,0.457731,-0.063408,-0.356100,0.051931,-0.085107,-0.036442,-0.122825,0.084030,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4499,97.401,-103.620,147.660,75.751,-103.620,-32.340,-104.249,97.279,-103.287,147.802,75.753,0.333,0.0044,-7.9860,-5.3585,-0.9592,8.0526,5.3728,0.9460,0.221553,0.691472,-0.588250,-0.084741,-0.349748,-0.289642,-0.547896,-0.352361,-0.438341,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000001,False,True
4500,-173.213,68.708,-142.891,83.288,68.708,37.109,-96.712,-173.229,68.671,-142.869,83.284,0.037,-0.0000,4.3449,0.2043,1.8803,-4.3343,-0.2018,-1.8802,-0.047285,0.469075,0.482192,0.130677,0.335303,0.052989,0.609550,0.177637,0.629525,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4501,-16.192,49.150,154.170,-85.447,49.150,-25.830,94.553,-16.164,48.827,154.175,-85.445,0.323,-0.0014,12.2975,4.7946,-0.8801,-12.2084,-4.7647,0.8902,0.537984,0.309646,0.346974,0.235381,0.272213,0.497135,0.385051,0.438116,0.496643,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000001,False,True
4502,42.507,47.212,-4.264,16.486,47.212,175.736,-163.514,42.460,47.142,-4.178,16.484,0.086,0.0003,4.2033,-3.5391,0.9682,-4.1914,3.5392,-0.9683,0.118023,0.258204,0.031020,0.244453,0.264097,0.035813,0.069890,0.100009,0.178586,-180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4503,-14.258,-105.587,141.495,96.305,-105.587,-38.505,-83.695,-14.332,-105.280,141.739,96.308,0.306,-0.0133,-9.6942,-6.4159,-1.2872,9.3250,6.2671,1.2794,-0.312218,0.359577,-0.571047,-0.096694,-0.346633,-0.327564,-0.513805,-0.412382,-0.420306,-180.000,-0.000,-0.032927,0.000,-0.000,0.000000,0.000002,False,True
4504,-132.968,28.565,43.694,86.184,28.565,-136.306,-93.816,-132.978,28.529,43.757,86.188,0.063,0.0001,6.3540,-3.6457,-1.7715,-6.3477,3.6474,1.7709,0.083490,0.478249,-0.200556,0.316063,0.172071,0.229205,-0.099411,0.111798,-0.053027,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4505,-36.909,45.194,61.717,5.049,45.194,-118.283,-174.951,-36.913,45.178,61.638,5.050,0.079,0.0000,9.0949,1.0728,-0.7093,-9.0991,-1.0792,0.7120,0.384081,0.421017,-0.047669,0.253602,0.255324,0.336514,-0.017390,0.289308,0.099690,180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4506,-31.804,25.346,98.275,36.099,25.346,-81.725,-143.901,-31.833,25.249,98.235,36.103,0.097,0.0008,11.9102,1.6141,-1.7852,-11.9085,-1.6236,1.7861,0.461485,0.412728,-0.187426,0.325226,0.154053,0.483050,-0.083305,0.364638,-0.039549,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
4507,-112.422,-112.982,-155.831,20.852,-112.982,24.169,-159.148,-112.380,-112.929,-155.865,20.854,0.053,-0.0001,-5.0210,-0.5860,-0.7150,5.0302,0.5869,0.7145,0.144411,0.183292,-0.646641,-0.140504,-0.331305,-0.134597,-0.616282,-0.181968,-0.499270,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000001,False,True
4508,92.271,80.302,45.997,-59.349,80.302,-134.003,120.651,92.299,80.217,46.014,-59.351,0.085,-0.0019,6.3304,4.3870,0.7494,-6.3082,-4.3911,-0.7456,-0.032220,0.113608,0.093583,0.060623,0.354724,0.229363,0.124999,0.278791,0.241158,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4509,-64.296,-153.632,152.617,30.600,-153.632,-27.383,-149.400,-64.299,-153.219,152.566,30.596,0.414,0.0006,-14.6843,-4.5128,1.6519,14.6976,4.5012,-1.6559,-0.224258,-0.016565,-0.243095,-0.322428,-0.159827,-0.607422,-0.154777,-0.497642,-0.092453,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4510,32.035,32.832,164.205,-33.372,32.832,-15.795,146.628,32.007,32.492,164.189,-33.368,0.341,-0.0187,13.8657,4.1372,-1.8395,-13.6231,-4.0605,1.8273,0.361876,-0.011350,0.164174,0.302383,0.195112,0.574914,0.278623,0.453772,0.314128,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,-0.000000,False,True
4511,5.663,-22.947,168.596,-32.406,-22.947,-11.404,147.594,5.709,-23.319,168.591,-32.404,0.373,0.0039,14.7889,4.3266,-0.7411,-14.8124,-4.3326,0.7514,0.554924,0.119041,-0.335721,0.331390,-0.140303,0.566718,-0.301139,0.516899,-0.185147,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4512,135.874,-89.897,52.500,-16.002,-89.897,-127.500,163.998,135.823,-89.830,52.634,-16.005,0.135,-0.0001,-3.7326,-3.7655,1.1407,3.7364,3.7569,-1.1353,0.220163,0.457508,-0.435856,0.000648,-0.359867,-0.225800,-0.186753,-0.150533,-0.288098,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
4513,-136.075,110.660,47.983,70.435,110.660,-132.017,-109.565,-136.041,110.650,47.980,70.438,0.033,-0.0000,0.4740,4.4872,-1.2475,-0.4726,-4.4879,1.2473,0.103172,0.427375,-0.009717,-0.126969,0.336724,0.138496,0.232921,0.055808,0.137534,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4514,-138.865,-116.679,18.887,-52.331,-116.679,-161.113,127.669,-138.833,-116.548,18.858,-52.327,0.131,-0.0001,-5.9135,-0.8248,-1.6496,5.9259,0.8163,1.6511,0.244769,0.178680,-0.249759,-0.161576,-0.321555,-0.122934,-0.039148,-0.232394,-0.102034,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4515,-71.885,155.873,38.719,-49.842,155.873,-141.281,130.158,-71.857,155.911,38.640,-49.838,0.079,0.0007,-5.9845,4.4062,-1.5545,5.9819,-4.4044,1.5550,0.032719,0.217496,0.144195,-0.328431,0.147097,-0.052587,0.218911,-0.155679,0.291767,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4516,-24.763,138.443,40.362,-98.532,138.443,-139.638,81.468,-24.751,138.401,40.337,-98.533,0.042,-0.0000,-2.0296,6.4809,0.3240,2.0376,-6.4784,-0.3217,0.139688,0.332837,0.209815,-0.269289,0.238721,0.015688,0.232781,0.037015,0.357205,-180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4517,-72.525,-50.188,-164.733,-68.999,-50.188,15.267,111.001,-72.610,-50.647,-164.800,-68.999,0.459,-0.0331,12.6295,5.4712,0.4861,-12.7937,-5.5073,-0.4581,0.415553,0.740319,-0.468543,0.230410,-0.276434,0.464124,-0.439605,0.494493,-0.317075,-179.999,0.001,-0.032926,0.001,0.001,0.000002,0.000008,False,True
4518,94.747,-70.145,-148.006,95.736,-70.145,31.994,-84.264,94.868,-70.433,-148.003,95.738,0.288,-0.0776,7.5600,3.7759,-1.0302,-7.6871,-3.8218,1.0207,-0.041810,0.123018,-0.769735,0.122226,-0.338475,0.346375,-0.514555,0.278705,-0.621123,179.999,-0.000,-0.032928,-0.001,-0.000,-0.000000,0.000002,False,True
