pose_idx,j1_deg,j2_deg,j3_deg,j4_deg,j2_fk_deg,j3_fk_deg,j4_fk_deg,j1_actual_deg,j2_actual_deg,j3_actual_deg,j4_actual_deg,position_error_deg,tau_j1_Nm,tau_j2_Nm,tau_j3_Nm,tau_j4_Nm,tau_j2_analytical,tau_j3_analytical,tau_j4_analytical,ee_x_m,ee_y_m,ee_z_m,j3_local_x_m,j3_local_z_m,j4_local_x_m,j4_local_z_m,ee_local_x_m,ee_local_z_m,chassis_roll_deg,chassis_pitch_deg,chassis_z_m,droll_deg,dpitch_deg,dz_chassis_m,max_hub_lift_m,physics_tipped,converged
2255,7.913,-162.410,145.672,-6.697,-162.410,-34.328,173.303,7.900,-162.074,145.829,-6.701,0.337,-0.0015,-14.9767,-4.1561,1.7525,14.9983,4.1500,-1.7471,-0.410984,0.551828,-0.227456,-0.343042,-0.108751,-0.616003,-0.026657,-0.500178,-0.076864,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2256,147.527,-18.611,73.439,-1.304,-18.611,-106.561,178.696,147.541,-18.619,73.583,-1.307,0.144,-0.0000,8.3779,-2.4068,1.1284,-8.3701,2.4152,-1.1320,-0.194899,0.337751,-0.393828,0.341049,-0.114848,0.176857,-0.347847,0.251904,-0.246338,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2257,105.722,146.895,-178.483,-34.884,146.895,1.517,145.116,105.695,147.288,-178.507,-34.886,0.393,-0.0002,-14.0707,-4.4950,0.7715,14.0185,4.4855,-0.7601,0.295075,0.809067,0.079567,-0.301450,0.196551,-0.544256,0.345858,-0.493862,0.230115,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2258,-158.861,76.225,-67.664,-31.498,76.225,112.336,148.502,-158.872,76.273,-67.559,-31.501,0.105,0.0000,-1.6311,-4.3322,1.7557,1.6261,4.3358,-1.7536,0.140798,0.350611,0.110287,0.085687,0.349517,-0.196176,0.307086,-0.079919,0.257890,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2259,-25.524,-161.657,94.795,35.256,-161.657,-85.205,-144.744,-25.523,-161.549,94.838,35.253,0.108,-0.0001,-11.6084,-0.8111,1.6247,11.6002,0.7981,-1.6217,-0.280268,0.287678,-0.065186,-0.341581,-0.113255,-0.453587,0.148856,-0.346073,0.082699,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2260,71.395,138.237,-29.664,24.161,138.237,150.336,-155.839,71.355,138.318,-29.774,24.163,0.110,0.0003,-7.8336,0.6677,-1.2918,7.8194,-0.6693,1.2921,0.015084,0.635807,-0.085389,-0.268428,0.239689,-0.177637,-0.030504,-0.263302,0.062219,180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2261,175.216,117.600,-11.233,-36.299,117.600,168.767,143.701,175.253,117.622,-11.218,-36.301,0.036,-0.0001,-2.8894,2.3870,0.6480,2.8881,-2.3844,-0.6491,0.106523,0.397091,0.016890,-0.166726,0.318915,-0.086403,0.045428,-0.043369,0.164104,-180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2262,-14.985,16.806,-14.832,-76.284,16.806,165.168,103.716,-14.987,16.740,-14.827,-76.285,0.066,0.0000,5.2570,-5.6418,0.5130,-5.2549,5.6394,-0.5149,0.149663,0.336616,-0.174660,0.344496,0.104051,0.059627,0.094233,0.093766,-0.027301,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2263,-146.597,-171.934,-107.232,15.648,-171.934,72.768,-164.352,-146.530,-171.876,-107.253,15.649,0.067,-0.0019,-12.4609,-1.1935,-0.2162,12.4637,1.1959,0.2150,0.348534,0.074818,-0.354082,-0.356307,-0.050494,-0.401711,-0.331894,-0.415963,-0.206463,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000001,False,True
2264,22.323,22.475,79.701,47.879,22.475,-100.299,-132.121,22.365,22.396,79.687,47.883,0.079,0.0001,10.1710,-0.3579,-1.6498,-10.1649,0.3512,1.6499,0.255174,0.168267,-0.225654,0.332535,0.137568,0.392652,-0.141059,0.283266,-0.078045,-180.000,0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
2265,-134.437,-160.348,-142.918,11.724,-160.348,37.082,-168.276,-134.331,-160.204,-142.854,11.723,0.144,0.0570,-13.2949,-2.6405,0.6836,13.3962,2.6787,-0.6991,0.293820,-0.008727,-0.390405,-0.338906,-0.121026,-0.495256,-0.359357,-0.448905,-0.241937,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
2266,90.547,-64.664,2.610,-99.270,-64.664,-177.390,80.730,90.579,-64.582,2.711,-99.266,0.101,0.0013,0.1879,-4.7143,-1.8020,-0.1802,4.6898,1.8039,0.054680,0.478165,-0.261698,0.153999,-0.325252,0.020415,-0.073453,-0.099175,-0.113879,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2267,2.764,46.407,-118.816,-43.537,46.407,61.184,136.463,2.748,46.403,-118.789,-43.535,0.027,-0.0006,5.1460,-2.6974,-0.8316,-5.1528,2.6942,0.8331,0.146321,0.305796,0.271529,0.248138,0.260638,0.161990,0.532347,0.106760,0.418832,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
2268,80.435,148.649,-163.248,55.716,148.649,16.752,-124.284,80.371,149.001,-163.276,55.713,0.353,0.0017,-14.3132,-4.5467,1.4278,14.2434,4.5247,-1.4345,0.085139,0.863686,0.191948,-0.307324,0.187233,-0.583160,0.259080,-0.488055,0.342093,-179.998,0.000,-0.032926,0.002,0.000,0.000002,0.000005,False,True
2269,132.970,-51.194,-128.432,48.510,-51.194,51.568,-131.490,132.956,-51.505,-128.530,48.512,0.311,0.0002,11.9958,4.9014,-1.2625,-12.0377,-4.9058,1.2521,-0.327486,0.188324,-0.523546,0.225526,-0.280433,0.510558,-0.278571,0.427546,-0.373676,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000002,False,True
2270,46.421,129.609,132.961,-97.918,129.609,-47.039,82.082,46.333,129.718,132.935,-97.914,0.109,0.0426,-8.3587,-1.0629,-1.8410,8.2953,1.0398,1.8362,-0.115290,0.639419,0.445514,-0.229429,0.277248,-0.192565,0.559893,-0.314301,0.593308,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2271,40.478,150.610,-116.587,-5.941,150.610,63.413,174.059,40.445,150.695,-116.436,-5.945,0.151,0.0051,-13.3369,-3.4143,1.6766,13.3396,3.4239,-1.6800,-0.208163,0.723799,-0.071660,-0.313552,0.176606,-0.549796,0.017119,-0.438419,0.076544,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2272,91.645,-172.424,-79.787,-12.536,-172.424,100.213,167.464,91.563,-172.399,-79.806,-12.536,0.082,-0.0105,-9.5956,1.7066,-0.1733,9.5740,-1.7070,0.1743,0.113856,0.650684,-0.340527,-0.356726,-0.047444,-0.269644,-0.318855,-0.281201,-0.193147,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
2273,123.284,-93.806,-130.286,30.456,-93.806,49.714,-149.544,123.362,-93.904,-130.459,30.460,0.173,-0.0005,1.7863,2.5567,-1.8488,-1.8170,-2.5724,1.8505,-0.008094,0.362789,-0.675225,-0.023887,-0.359074,0.180835,-0.557407,0.058155,-0.527647,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000001,False,True
2274,132.859,75.550,84.796,-75.004,75.550,-95.204,104.996,132.916,75.416,84.791,-75.004,0.134,0.0164,8.8181,5.9469,0.1607,-8.7936,-5.9539,-0.1546,-0.278969,0.216261,0.230328,0.089797,0.348484,0.358231,0.252617,0.368481,0.378438,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2275,-166.885,92.463,-19.638,24.283,92.463,160.362,-155.717,-166.914,92.488,-19.650,24.284,0.029,0.0000,-2.5475,-2.0531,-0.2361,2.5432,2.0540,0.2356,0.173837,0.344887,0.065218,-0.015468,0.359535,-0.099637,0.087206,-0.115258,0.212474,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2276,20.229,-38.730,159.709,89.384,-38.730,-20.291,-90.616,20.377,-38.967,159.964,89.387,0.256,0.4538,10.3510,1.5182,-1.6438,-10.4046,-1.5267,1.6430,0.289721,0.154340,-0.681713,0.280734,-0.225151,0.427449,-0.469532,0.318525,-0.533341,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
2277,-102.143,56.432,59.157,-25.650,56.432,-120.843,154.350,-102.172,56.388,59.151,-25.650,0.044,0.0425,8.9744,2.6611,0.0047,-8.9543,-2.6617,-0.0020,0.116793,0.691811,0.021524,0.198982,0.299851,0.322091,0.042769,0.322227,0.169007,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2278,129.725,40.377,11.300,-32.529,40.377,-168.700,147.471,129.750,40.269,11.394,-32.533,0.108,-0.0003,6.6649,-2.0219,1.7995,-6.6498,2.0197,-1.7988,-0.142648,0.281831,-0.096821,0.274146,0.233128,0.097396,0.009506,0.216649,0.050914,-180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2279,53.423,86.319,56.387,-94.345,86.319,-123.613,85.655,53.412,86.192,56.361,-94.348,0.127,0.0003,6.9173,6.1593,1.2697,-6.8948,-6.1641,-1.2652,0.138373,0.047244,0.132653,0.023104,0.359125,0.249863,0.186419,0.333741,0.280762,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2280,-28.720,78.717,-165.447,-88.521,78.717,14.553,91.479,-28.729,78.754,-165.154,-88.517,0.293,-0.0001,-0.0664,-2.2849,-1.8970,0.0223,2.2489,1.8976,-0.007884,0.325204,0.479027,0.070410,0.352912,0.054150,0.637487,-0.071655,0.627035,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2281,-112.282,-149.087,162.238,86.314,-149.087,-17.762,-93.686,-112.194,-148.564,162.301,86.315,0.523,-0.0016,-16.0552,-6.3269,-0.3329,16.0734,6.3097,0.3131,0.147162,-0.226881,-0.278342,-0.308746,-0.184879,-0.586309,-0.249732,-0.607070,-0.125213,179.990,-0.001,-0.032906,-0.010,-0.001,0.000022,0.000050,False,True
2282,-57.951,-123.030,164.315,95.100,-123.030,-15.685,-84.900,-58.054,-122.582,164.553,95.104,0.448,0.0012,-12.4214,-6.1002,-1.4003,12.2092,6.0060,1.3786,-0.295506,0.019691,-0.555065,-0.196155,-0.301708,-0.410345,-0.489777,-0.501740,-0.402697,180.000,-0.000,-0.032927,-0.000,-0.000,0.000001,0.000002,False,True
2283,73.360,-132.218,-80.590,-98.872,-132.218,99.410,81.128,73.346,-132.304,-80.718,-98.875,0.128,-0.0040,-1.2865,6.4070,1.2749,1.2052,-6.4420,-1.2662,0.023144,0.292294,-0.474742,-0.241815,-0.266514,-0.002242,-0.420955,0.081702,-0.326671,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2284,-106.431,155.693,46.186,80.136,155.693,-133.814,-99.864,-106.425,155.701,46.165,80.135,0.022,0.0001,-4.2611,6.1111,0.3959,4.2607,-6.1109,-0.3964,0.090435,0.335826,-0.016463,-0.327966,0.148132,-0.063458,0.254352,-0.037179,0.130879,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2285,-146.310,148.875,-107.311,-65.208,148.875,72.689,114.792,-146.281,149.048,-107.409,-65.212,0.173,-0.0014,-12.6047,-2.8511,1.7442,12.6053,2.8632,-1.7443,0.340954,0.081180,-0.202010,-0.308062,0.186016,-0.521330,-0.003098,-0.405688,-0.053724,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2286,139.690,107.068,17.090,12.272,107.068,-162.910,-167.728,139.822,107.123,16.965,12.275,0.132,-0.0003,-1.2783,2.0742,-1.3784,1.2623,-2.0780,1.3796,0.078196,0.419048,0.047743,-0.105626,0.344017,0.054418,0.108150,-0.037046,0.195158,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,-0.000000,False,True
2287,95.116,-137.981,97.484,35.628,-137.981,-82.516,-144.372,95.042,-137.804,97.531,35.624,0.178,-0.0025,-11.1546,-2.7895,1.8872,11.2403,2.7855,-1.8973,0.159315,0.718270,-0.214907,-0.267355,-0.240885,-0.484109,-0.055778,-0.358327,-0.066493,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
2288,-108.074,26.738,158.336,-28.188,26.738,-21.664,151.812,-108.148,26.422,158.273,-28.184,0.316,0.6220,14.2742,4.2826,-1.7030,-14.5462,-4.3826,1.7513,0.079450,0.864555,0.086431,0.321389,0.161907,0.605311,0.187114,0.489207,0.236672,-179.981,-0.001,-0.032888,0.019,-0.001,0.000040,0.000097,False,True
2289,-74.768,-112.597,-57.882,5.798,-112.597,122.118,-174.202,-74.799,-112.639,-58.108,5.802,0.226,0.0001,-0.1070,4.2397,-1.8371,0.1362,-4.2367,1.8365,0.096666,0.373142,-0.466319,-0.138278,-0.332240,0.142835,-0.285092,0.021082,-0.318442,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2290,169.945,-47.382,69.662,25.508,-47.382,-110.338,-154.492,169.982,-47.344,69.757,25.506,0.095,-0.0001,3.2935,-4.4172,1.2763,-3.2868,4.4189,-1.2793,-0.003437,0.414389,-0.426872,0.243670,-0.264820,-0.020089,-0.372888,0.064727,-0.279387,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2291,74.946,-83.847,77.914,-61.215,-83.847,-102.086,118.785,74.906,-83.709,77.973,-61.216,0.139,0.0003,-4.1380,-5.3829,0.7452,4.1658,5.3856,-0.7395,0.029327,0.568965,-0.592597,0.038571,-0.357794,-0.244941,-0.328329,-0.195916,-0.444659,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2292,39.788,118.415,-100.386,98.851,118.415,79.614,-81.149,39.727,118.613,-100.389,98.853,0.198,-0.0529,-12.1384,-6.6996,-0.8649,12.1320,6.7166,0.8609,-0.246851,0.772404,0.191966,-0.171245,0.316511,-0.442289,0.228294,-0.499364,0.340892,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2293,-69.254,-127.997,46.452,-59.224,-127.997,-133.548,120.776,-69.270,-127.822,46.403,-59.220,0.175,0.0062,-9.4630,-2.3959,-1.4886,9.3864,2.3803,1.4750,-0.136242,0.066744,-0.229696,-0.221544,-0.283589,-0.263449,-0.001647,-0.361234,-0.081485,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2294,-72.315,52.625,55.952,-97.932,52.625,-124.048,82.068,-72.343,52.468,55.910,-97.937,0.156,0.0101,10.8494,3.8523,1.8905,-10.7414,-3.8331,-1.8714,0.330120,0.711308,-0.109454,0.218452,0.285977,0.309256,0.015789,0.433322,0.039105,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2295,-165.771,174.202,95.067,88.857,174.202,-84.933,-91.143,-165.777,174.292,94.890,88.853,0.178,-0.0002,-9.3398,1.9914,1.9042,9.3405,-1.9816,-1.9031,0.269601,0.284551,0.169248,-0.358026,0.036354,-0.354392,0.321369,-0.228222,0.317242,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2296,82.253,67.340,179.981,-14.174,67.340,-0.019,165.826,82.235,67.197,179.970,-14.172,0.143,-0.0067,5.6634,1.2463,-1.1474,-5.6168,-1.2323,1.1421,-0.003622,0.206662,0.346409,0.138645,0.332087,0.248549,0.595086,0.172834,0.494074,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2297,-164.457,-151.476,-165.516,-20.276,-151.476,14.484,159.724,-164.422,-151.200,-165.537,-20.280,0.276,0.1038,-12.7058,-2.7318,1.7529,12.7459,2.7469,-1.7562,0.418445,0.183684,-0.466644,-0.316185,-0.171847,-0.524623,-0.366271,-0.408191,-0.317490,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000001,False,True
2298,-178.251,146.826,-107.170,-44.866,146.826,72.830,135.134,-178.255,146.971,-107.187,-44.870,0.145,0.0003,-12.3799,-2.8366,1.8971,12.3703,2.8447,-1.8963,0.442197,0.279317,-0.144653,-0.301213,0.196914,-0.520662,0.015011,-0.394946,0.003547,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2299,82.618,51.509,-127.772,-94.834,51.509,52.228,85.166,82.619,51.519,-127.464,-94.829,0.308,-0.0004,3.7011,-3.3785,-1.8799,-3.7396,3.3435,1.8812,0.018909,0.349092,0.390757,0.223980,0.281669,0.156293,0.558555,0.031576,0.539017,180.000,0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2300,161.595,-15.728,-124.404,-47.086,-15.728,55.596,132.914,161.609,-15.974,-124.327,-47.082,0.246,-0.0855,13.8439,2.8651,-1.8952,-13.7917,-2.8374,1.8891,-0.383793,0.394943,-0.047956,0.346393,-0.097550,0.565167,0.085167,0.439929,0.101028,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2301,92.341,57.489,-16.470,-21.340,57.489,163.530,158.660,92.311,57.416,-16.338,-21.344,0.132,0.0002,3.2801,-2.8507,1.7926,-3.2632,2.8533,-1.7929,-0.006801,0.291957,0.011330,0.193413,0.303473,-0.021647,0.116400,0.097218,0.158910,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2302,-10.210,136.456,136.273,4.066,136.456,-43.727,-175.934,-10.172,136.483,136.290,4.065,0.038,-0.0005,-8.3248,-0.0715,0.2269,8.3169,0.0679,-0.2253,-0.204825,0.369976,0.259930,-0.260848,0.247917,-0.274420,0.532632,-0.259484,0.407281,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000001,False,True
2303,-5.024,-8.234,-18.460,-8.471,-8.234,161.540,171.529,-5.013,-8.314,-18.298,-8.475,0.162,-0.0002,7.3147,-3.9486,1.5585,-7.3180,3.9451,-1.5566,0.250361,0.298432,-0.144139,0.356157,-0.051540,0.101498,0.076506,0.204697,0.003801,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2304,-22.991,11.276,60.653,75.807,11.276,-119.347,-104.193,-23.004,11.209,60.702,75.811,0.067,0.0004,7.6408,-3.5225,-1.6098,-7.6404,3.5204,1.6101,0.217520,0.356769,-0.280805,0.352921,0.070365,0.264502,-0.200613,0.157755,-0.133224,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2305,-63.128,-17.119,-44.460,82.266,-17.119,135.540,-97.734,-63.147,-17.258,-44.459,82.262,0.139,0.0005,9.7437,-1.1324,1.7850,-9.7267,1.1495,-1.7814,0.307118,0.586352,0.041325,0.343924,-0.105929,0.208261,0.144756,0.326360,0.189350,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2306,7.817,-153.867,-64.921,-36.569,-153.867,115.079,143.431,7.784,-153.867,-64.952,-36.568,0.033,0.0005,-5.8936,4.3168,-0.4809,5.8984,-4.3186,0.4813,-0.077739,0.398016,-0.362258,-0.323080,-0.158505,-0.100902,-0.337066,-0.132813,-0.214928,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2307,-24.786,103.345,120.325,91.911,103.345,-59.675,-88.089,-24.777,103.196,120.121,91.908,0.204,0.0005,3.2439,5.8364,1.3515,-3.1875,-5.8143,-1.3600,0.274477,0.369632,0.309781,-0.083064,0.350150,0.123113,0.546970,0.213277,0.458615,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2308,35.340,-134.492,55.997,72.987,-134.492,-124.003,-107.013,35.329,-134.411,55.965,72.983,0.081,-0.0000,-7.2930,0.6611,1.8940,7.3084,-0.6671,-1.8954,-0.081946,0.497360,-0.137049,-0.252197,-0.256712,-0.309051,0.022600,-0.183396,0.010483,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2309,143.323,-37.955,-53.678,85.527,-37.955,126.322,-94.473,143.338,-38.151,-53.677,85.523,0.196,-0.0066,11.0240,2.0839,1.8902,-11.0422,-2.0688,-1.8933,-0.347170,0.263286,-0.098491,0.283754,-0.221333,0.291874,0.063591,0.417396,0.050164,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2310,178.203,-40.744,149.098,41.266,-40.744,-30.902,-138.734,178.280,-40.875,149.208,41.270,0.131,-0.0012,8.9043,0.2957,-1.6430,-8.9186,-0.2964,1.6427,-0.178318,0.471687,-0.589419,0.272648,-0.234877,0.362403,-0.505416,0.253499,-0.441573,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000001,False,True
2311,-151.652,-79.185,-0.536,-60.346,-79.185,179.464,119.654,-151.628,-79.112,-0.520,-60.343,0.073,0.0002,-0.4244,-2.5627,-1.4591,0.4236,2.5589,1.4601,0.137290,0.340211,-0.301418,0.067523,-0.353476,0.016661,-0.073011,-0.080137,-0.154043,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2312,-41.514,-35.097,-112.221,-60.954,-35.097,67.779,119.046,-41.560,-35.349,-112.129,-60.951,0.252,-0.0005,12.8044,3.5188,-1.6750,-12.8173,-3.5061,1.6770,0.455208,0.519575,-0.142079,0.294435,-0.206912,0.534348,-0.053000,0.423170,0.006795,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2313,-114.946,42.483,-6.040,81.730,42.483,173.960,-98.270,-114.969,42.496,-6.002,81.732,0.038,0.0001,2.5396,-5.8515,-0.9006,-2.5399,5.8528,0.8990,0.093689,0.354754,0.037582,0.265393,0.243045,0.036094,0.073725,-0.023508,0.185007,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2314,-53.237,-67.901,62.892,1.409,-67.901,-117.108,-178.591,-53.215,-67.894,63.117,1.405,0.225,0.0011,-0.0022,-4.2378,1.9010,-0.0474,4.2341,-1.9004,0.058811,0.332769,-0.464324,0.135387,-0.333429,-0.148563,-0.308542,-0.022574,-0.316468,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
2315,-76.510,-117.896,-47.839,78.093,-117.896,132.161,-101.907,-76.526,-117.999,-47.852,78.093,0.104,0.0010,0.6499,6.0351,0.0651,-0.7220,-6.0465,-0.0784,0.142817,0.453316,-0.521440,-0.168369,-0.318051,0.107882,-0.247816,0.113076,-0.373947,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2316,-117.167,132.972,123.763,44.110,132.972,-56.237,-135.890,-117.207,132.981,123.722,44.107,0.040,0.0062,-5.3178,2.4047,0.9689,5.3681,-2.3893,-0.9763,0.110879,0.266083,0.285020,-0.245302,0.263309,-0.179897,0.540742,-0.115174,0.432359,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
2317,95.067,169.500,11.932,-57.498,169.500,-168.068,122.502,95.040,169.568,11.913,-57.495,0.068,0.0003,-6.1037,5.0924,-1.0650,6.0967,-5.0931,1.0630,0.077807,0.515299,0.029978,-0.353841,0.065582,-0.068891,0.072703,-0.139362,0.177441,-180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2318,-1.336,-14.910,-11.605,-23.048,-14.910,168.395,156.952,-1.312,-14.998,-11.516,-23.051,0.089,-0.0003,6.7187,-4.2762,1.2353,-6.7220,4.2753,-1.2351,0.216108,0.294168,-0.209191,0.347751,-0.092593,0.092692,0.034655,0.174573,-0.061427,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,-0.000000,False,True
2319,150.928,-62.273,129.136,93.565,-62.273,-50.864,-86.435,150.938,-62.178,129.433,93.569,0.297,-0.0024,1.1566,-4.1743,-1.8008,-1.0811,4.2138,1.7941,0.110015,0.419181,-0.686893,0.167432,-0.318545,0.055432,-0.580658,-0.063512,-0.538370,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2320,-168.267,-162.906,-13.350,-96.083,-162.906,166.650,83.917,-168.277,-162.856,-13.366,-96.084,0.051,-0.0001,-4.6539,6.2217,0.0766,4.6551,-6.2226,-0.0777,0.120897,0.376831,-0.108391,-0.343970,-0.105777,-0.059540,-0.087164,-0.054387,0.038968,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2321,-155.888,-166.733,-30.812,42.917,-166.733,149.188,-137.083,-155.873,-166.631,-30.905,42.921,0.102,-0.0005,-6.9212,4.1530,-1.7206,6.9256,-4.1510,1.7205,0.224382,0.272570,-0.370431,-0.350263,-0.082583,-0.078486,-0.168513,-0.192548,-0.222603,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
2322,-34.822,-38.562,-142.662,95.756,-38.562,37.338,-84.244,-34.922,-39.002,-142.677,95.756,0.440,-0.2600,15.1229,6.2870,0.1288,-15.2057,-6.3071,-0.1504,0.612718,0.519351,-0.507956,0.281391,-0.224330,0.566364,-0.230421,0.576338,-0.356265,-180.000,0.001,-0.032927,0.000,0.001,0.000001,0.000003,False,True
2323,-151.100,154.887,-49.503,-79.171,154.887,130.497,100.829,-151.090,154.952,-49.549,-79.174,0.064,-0.0001,-6.9672,3.3441,1.7082,6.9627,-3.3420,-1.7083,0.176811,0.298575,-0.213875,-0.325850,0.152729,-0.250232,-0.122097,-0.136977,-0.066335,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
2324,-85.417,83.055,-37.063,-45.601,83.055,142.937,134.399,-85.468,83.047,-37.001,-45.606,0.061,0.0001,-0.9925,-2.3706,1.9041,0.9981,2.3742,-1.9041,0.078169,0.334890,0.005765,0.043513,0.357227,-0.154518,0.152213,-0.028283,0.153075,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2325,174.971,-54.263,-114.976,9.403,-54.263,65.024,-170.597,175.005,-54.425,-115.186,9.407,0.210,-0.0299,10.8018,4.2151,-1.7752,-10.9092,-4.2623,1.7874,-0.299114,0.482315,-0.431259,0.210186,-0.292107,0.490212,-0.238886,0.371711,-0.282401,179.999,0.001,-0.032926,-0.001,0.001,0.000002,0.000007,False,True
2326,-104.775,168.497,31.616,68.753,168.497,-148.384,-111.247,-104.759,168.533,31.604,68.753,0.036,-0.0000,-5.4093,5.7450,-0.0369,5.4070,-5.7448,0.0377,0.087510,0.284594,-0.103770,-0.352639,0.071766,-0.084983,0.169784,-0.087481,0.043570,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2327,-108.678,-25.647,-128.217,1.302,-25.647,51.783,-178.698,-108.692,-25.897,-128.378,1.306,0.250,0.0200,14.1408,3.8660,-1.7016,-14.0976,-3.8384,1.6899,0.075507,0.842185,-0.238036,0.324412,-0.155761,0.580306,-0.030200,0.468269,-0.088370,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2328,26.511,-80.355,-99.472,-88.081,-80.355,80.528,91.919,26.579,-80.597,-99.478,-88.081,0.242,0.0110,7.9566,6.0989,-0.0608,-7.9952,-6.0885,0.0695,0.280748,0.115314,-0.376447,0.060296,-0.354780,0.345333,-0.353916,0.340723,-0.227762,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
